treatKey,cowKey,treatDate,treatType,VF,reason,diseaseKey,comment,Cost,EventCode,EventKey,StartTime,TechnicianID,EndDate,EndTime,AdminMethodCode,DoseAmount,DoseUOMCode,TreatOnce,DoseFrequency,DosePeriodCode,DoseCount,TreatmentRegime,WithholdPeriodMilk,WithholdPeriodMeat,MilkOverrideAmount,MeatOverrideAmount,TechnicianWithheldID,DateCreated,WitholdingPeriod
599,199,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
600,200,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
601,200,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
602,200,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
605,201,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
606,201,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
609,201,"05/19/07 00:00:00","TTRACE",,"IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
610,202,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
611,202,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
613,203,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
614,203,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
616,204,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
617,204,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
618,204,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
619,204,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
620,205,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
621,205,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
623,206,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
624,206,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
625,206,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
626,206,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
627,207,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
628,207,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
629,207,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
630,207,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
634,208,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
635,208,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
636,208,"04/10/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
637,208,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
638,208,"08/09/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
639,208,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
640,209,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
641,209,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
642,209,"12/06/08 00:00:00","T_ANTB","FARMER","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
643,209,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
644,209,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
645,209,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
647,210,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
648,210,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
649,210,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
650,210,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
652,211,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
653,211,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
654,211,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
655,211,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
663,212,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
664,212,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
665,212,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
666,212,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
677,213,"04/03/08 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
678,213,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
679,213,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
680,213,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
681,213,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
682,213,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
683,213,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
685,214,"05/17/08 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
686,214,"06/03/08 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
687,214,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
688,214,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
689,214,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
690,214,"05/22/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
691,214,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
692,214,"01/31/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
695,215,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
696,215,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
697,215,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
703,216,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
704,216,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
705,216,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
706,216,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
707,216,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
715,217,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
716,217,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
717,217,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
718,217,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
719,217,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
720,217,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
721,218,"02/01/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
722,218,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
723,218,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
724,219,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
725,219,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
726,219,"02/08/09 00:00:00","T_ANTB","FARMER","PENSA",,"intracillin",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
729,220,"04/02/08 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
730,220,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
731,220,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
732,220,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
733,220,"03/13/07 00:00:00","T_META","FARMER","CALCUM",,"Ca Boroglutamate",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
734,220,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
735,220,"02/04/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
738,221,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
739,221,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
740,221,"02/01/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
741,221,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
742,221,"05/16/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
743,221,"05/21/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
744,221,"06/18/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
745,221,"07/02/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
746,221,"07/11/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
747,221,"10/20/07 00:00:00","T_INTR","FARMER","MASTAL",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
748,221,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
752,222,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
753,222,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
754,222,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
755,222,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
756,222,"05/15/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
757,222,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
760,223,"04/01/08 00:00:00","T_ANTB","FARMER","PENSA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
761,223,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
762,223,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
763,223,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
764,224,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
765,224,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
766,224,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
767,224,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
768,224,"02/04/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
770,225,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
771,225,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
772,225,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
776,226,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
777,226,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
778,226,"05/19/07 00:00:00","TTRACE",,"IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
786,227,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
787,227,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
790,227,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
792,228,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
793,228,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
794,228,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
795,228,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
797,229,"04/01/08 00:00:00","T_META","FARMER","CALCUM",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
798,229,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
799,229,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
800,229,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
803,229,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
804,229,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
805,229,"03/20/07 00:00:00","T_META","FARMER","CALCUM",,"Pre-calvg",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
809,230,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
810,230,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
811,230,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
812,230,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
813,230,"07/09/07 00:00:00","T_ANTB","FARMER","PENSA",,"Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
814,230,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
815,231,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
816,231,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
817,232,"07/26/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
818,232,"08/03/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
819,233,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
820,233,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
821,233,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
823,234,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
824,234,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
825,234,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
826,234,"02/05/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
830,236,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
831,236,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
832,236,"05/19/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
833,237,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
834,237,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
835,237,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
836,237,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
837,237,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
838,237,"04/26/08 00:00:00","T_META","FARMER","CALCUM",,"3 bottles",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
839,238,"06/22/08 00:00:00","T_HORM","VET","PROSTA",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
840,238,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
841,238,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
842,238,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
843,238,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
844,238,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
845,239,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
846,239,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
847,239,"01/14/09 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
850,239,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
851,239,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
854,240,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
855,240,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
858,240,"04/05/07 00:00:00","T_INTR","FARMER","SPEC F",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
859,240,"05/12/07 00:00:00","TTRACE","FARMER","IODINE",,"4ml",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
860,240,"01/15/08 00:00:00","T_DCT","FARMER","ORB DC",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
861,240,"01/10/06 00:00:00","T_ANTB","FARMER","PENSA",,"Mylipen",,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
863,241,"07/15/08 00:00:00","TVACCI","FARMER","LEPTO",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
864,241,"07/29/08 00:00:00","TTRACE","FARMER","SELEN",,,,,,,,,,,,,0,,,,,0,0,0,0,,"08/19/06 00:00:00",
