VID,EID,Weight,DOB,TestDate,Result,Month_Yr
142329,982123500495038,69.5,1/09/2014,22/03/2016,Empty,2016-03
142339,982123500495299,67,1/09/2014,22/03/2016,Empty,2016-03
142349,982123500492866,59,1/09/2014,22/03/2016,Empty,2016-03
142350,982123500494569,62.5,1/09/2014,22/03/2016,Empty,2016-03
142354,982123500493149,85,1/09/2014,22/03/2016,Empty,2016-03
142357,982123500495156,63,1/09/2014,22/03/2016,Empty,2016-03
142391,982123500492967,57.5,1/09/2014,22/03/2016,Empty,2016-03
142397,982123500492475,69,1/09/2014,22/03/2016,Empty,2016-03
142399,982123500492626,67,1/09/2014,22/03/2016,Empty,2016-03
142406,982123500493142,72,1/09/2014,22/03/2016,Empty,2016-03
142412,982123500494946,60.5,1/09/2014,22/03/2016,Empty,2016-03
142419,982123500493257,63,1/09/2014,22/03/2016,Empty,2016-03
142422,982123500492891,61,1/09/2014,22/03/2016,Empty,2016-03
142425,982123500493252,66,1/09/2014,22/03/2016,Empty,2016-03
142426,982123500493026,51,1/09/2014,22/03/2016,Empty,2016-03
142430,982123500492732,56.5,1/09/2014,22/03/2016,Empty,2016-03
142432,982123500492468,63.5,1/09/2014,22/03/2016,Empty,2016-03
142436,982123500495403,60.5,1/09/2014,22/03/2016,Empty,2016-03
142440,982123500494629,59,1/09/2014,22/03/2016,Empty,2016-03
142446,982123500493065,57,1/09/2014,22/03/2016,Empty,2016-03
142453,982123500492796,59,1/09/2014,22/03/2016,Empty,2016-03
142460,982123500493105,60,1/09/2014,22/03/2016,Empty,2016-03
142473,982123500492646,52.5,1/09/2014,22/03/2016,Empty,2016-03
142476,982123500492895,75,1/09/2014,22/03/2016,Empty,2016-03
142486,982123500492641,57.5,1/09/2014,22/03/2016,Empty,2016-03
142492,982123500493001,53.5,1/09/2014,22/03/2016,Empty,2016-03
142495,982123500492960,69.5,1/09/2014,22/03/2016,Empty,2016-03
142514,982123500496476,47.5,1/11/2014,22/03/2016,Empty,2016-03
142568,982123500488434,43,1/11/2014,22/03/2016,Empty,2016-03
142643,982123500552441,45.5,1/11/2014,22/03/2016,Empty,2016-03
142657,982123500495772,52.5,1/11/2014,22/03/2016,Empty,2016-03
143202,982123500496253,68,1/09/2014,22/03/2016,Empty,2016-03
131094,982123490109370,62.5,1/09/2013,22/03/2016,Empty,2016-03
131138,982123490109401,82.5,1/09/2013,22/03/2016,Empty,2016-03
131144,982123490109390,69,1/09/2013,22/03/2016,Empty,2016-03
131448,982123490108116,74.5,1/09/2013,22/03/2016,Empty,2016-03
131554,982123462106041,100.5,1/09/2013,22/03/2016,Empty,2016-03
131581,982123462106142,87,1/09/2013,22/03/2016,Empty,2016-03
131595,982123462105339,87,1/09/2013,22/03/2016,Empty,2016-03
13415,982123462115691,96,20/03/2013,22/03/2016,Empty,2016-03
13585,982123490052971,77,20/03/2013,22/03/2016,Empty,2016-03
13589,982123490052369,76,20/03/2013,22/03/2016,Empty,2016-03
13630,982123490050233,72.5,20/03/2013,22/03/2016,Empty,2016-03
13698,982123490052823,66.5,20/03/2013,22/03/2016,Empty,2016-03
13984,982123490109285,73,1/09/2013,22/03/2016,Empty,2016-03
121242,982123465086586,NA,1/01/2011,22/03/2016,Empty,2016-03
14770,982123500492675,69,1/11/2014,22/03/2016,Pregnant,2016-03
15302,982123500587881,49,1/03/2015,22/03/2016,Pregnant,2016-03
15318,982123500587918,51,1/03/2015,22/03/2016,Pregnant,2016-03
15337,982123500576744,75,1/09/2015,22/03/2016,Pregnant,2016-03
15341,982123500577433,49,1/03/2015,22/03/2016,Pregnant,2016-03
15342,982123500587439,45.5,1/03/2015,22/03/2016,Pregnant,2016-03
15343,982123500587109,68.5,1/03/2015,22/03/2016,Pregnant,2016-03
15356,982123500577104,57.5,1/03/2015,22/03/2016,Pregnant,2016-03
15360,982123500577812,47,1/03/2015,22/03/2016,Pregnant,2016-03
15376,982123500577675,70.5,1/03/2015,22/03/2016,Pregnant,2016-03
15378,982123500576726,51,1/03/2015,22/03/2016,Pregnant,2016-03
15380,982123500576960,54,1/03/2015,22/03/2016,Pregnant,2016-03
15382,982123500576746,59.5,1/03/2015,22/03/2016,Pregnant,2016-03
15384,982123500576938,58.5,1/03/2015,22/03/2016,Pregnant,2016-03
15385,982123500577056,54,1/03/2015,22/03/2016,Pregnant,2016-03
15388,982123500576872,67,1/03/2015,22/03/2016,Pregnant,2016-03
15389,982123500577371,60,1/03/2015,22/03/2016,Pregnant,2016-03
15397,982123500576826,38.5,1/03/2015,22/03/2016,Pregnant,2016-03
15398,982123500587397,60.5,1/03/2015,22/03/2016,Pregnant,2016-03
15401,982123500577480,46,1/03/2015,22/03/2016,Pregnant,2016-03
15406,982123500577284,51.5,1/03/2015,22/03/2016,Pregnant,2016-03
15408,982123500587493,56.5,1/03/2015,22/03/2016,Pregnant,2016-03
15409,982123500577760,47.5,1/03/2015,22/03/2016,Pregnant,2016-03
15414,982123500577074,50.5,1/03/2015,22/03/2016,Pregnant,2016-03
15420,982123500587549,57.5,1/03/2015,22/03/2016,Pregnant,2016-03
15430,982123500577652,64.5,1/03/2015,22/03/2016,Pregnant,2016-03
15435,982123500587709,54,1/03/2015,22/03/2016,Pregnant,2016-03
15440,982123500577206,49.5,1/03/2015,22/03/2016,Pregnant,2016-03
15442,982123500577828,50.5,1/03/2015,22/03/2016,Pregnant,2016-03
15443,982123500577220,52.5,1/03/2015,22/03/2016,Pregnant,2016-03
15449,982123500576905,53.5,1/03/2015,22/03/2016,Pregnant,2016-03
15455,982123500577720,53,1/03/2015,22/03/2016,Pregnant,2016-03
15461,982123500577083,53.5,1/03/2015,22/03/2016,Pregnant,2016-03
15465,982123500577513,47.5,1/03/2015,22/03/2016,Pregnant,2016-03
15469,982123500577380,40,1/03/2015,22/03/2016,Pregnant,2016-03
15473,982123500577681,53.5,1/03/2015,22/03/2016,Pregnant,2016-03
15477,982123500576669,58.5,1/03/2015,22/03/2016,Pregnant,2016-03
15481,982123500577403,30.5,1/03/2015,22/03/2016,Pregnant,2016-03
15495,982123500507349,52.5,1/03/2015,22/03/2016,Pregnant,2016-03
15501,982123500576988,50.5,1/03/2015,22/03/2016,Pregnant,2016-03
15502,982123500576944,45,1/03/2015,22/03/2016,Pregnant,2016-03
15504,982123500577143,43,1/03/2015,22/03/2016,Pregnant,2016-03
15506,982123500577810,57.5,1/03/2015,22/03/2016,Pregnant,2016-03
15517,982123500577046,54,1/03/2015,22/03/2016,Pregnant,2016-03
15519,982123500577229,38.5,1/03/2015,22/03/2016,Pregnant,2016-03
15520,982123500577228,43,1/03/2015,22/03/2016,Pregnant,2016-03
15521,982123500577813,56,1/03/2015,22/03/2016,Pregnant,2016-03
15525,982123500576683,50,1/03/2015,22/03/2016,Pregnant,2016-03
15529,982123500576978,48,1/03/2015,22/03/2016,Pregnant,2016-03
15575,982123490087034,64.5,1/06/2015,22/03/2016,Pregnant,2016-03
15578,982123500507531,50,1/06/2015,22/03/2016,Pregnant,2016-03
15587,982123487642037,43,1/06/2015,22/03/2016,Pregnant,2016-03
15588,982123500507514,40.5,1/06/2015,22/03/2016,Pregnant,2016-03
15589,982123500506948,52.5,1/06/2015,22/03/2016,Pregnant,2016-03
15595,982123500506814,49,1/06/2015,22/03/2016,Pregnant,2016-03
15598,982123500506908,54.5,1/06/2015,22/03/2016,Pregnant,2016-03
15601,982123500507227,50.5,1/06/2015,22/03/2016,Pregnant,2016-03
15602,982123487642216,39.5,1/06/2015,22/03/2016,Pregnant,2016-03
15603,982123490086905,46.5,1/06/2015,22/03/2016,Pregnant,2016-03
15604,982123500507596,57.5,1/06/2015,22/03/2016,Pregnant,2016-03
15605,982123500507422,37,1/06/2015,22/03/2016,Pregnant,2016-03
15606,982123500507650,44,1/06/2015,22/03/2016,Pregnant,2016-03
15607,982123500507694,47,1/06/2015,22/03/2016,Pregnant,2016-03
15608,982123500507031,49,1/06/2015,22/03/2016,Pregnant,2016-03
15609,982123500507458,53.5,1/06/2015,22/03/2016,Pregnant,2016-03
15611,982123487641833,46.5,1/06/2015,22/03/2016,Pregnant,2016-03
15612,982123500507319,46,1/06/2015,22/03/2016,Pregnant,2016-03
15622,982123500507193,43.5,NA,22/03/2016,Pregnant,2016-03
15625,982123500507271,44.5,1/06/2015,22/03/2016,Pregnant,2016-03
15627,982123500506889,59,1/06/2015,22/03/2016,Pregnant,2016-03
15644,982123487641951,50,1/06/2015,22/03/2016,Pregnant,2016-03
15647,982123500507720,52,1/06/2015,22/03/2016,Pregnant,2016-03
15648,982123500507002,47,1/06/2015,22/03/2016,Pregnant,2016-03
15653,982123500507006,46,1/06/2015,22/03/2016,Pregnant,2016-03
15661,982123500507050,45.5,1/06/2015,22/03/2016,Pregnant,2016-03
15668,982123500507238,41,1/06/2015,22/03/2016,Pregnant,2016-03
15669,982123500506882,46,1/06/2015,22/03/2016,Pregnant,2016-03
15670,982123500506822,46,1/06/2015,22/03/2016,Pregnant,2016-03
15673,982123500507668,39.5,1/06/2015,22/03/2016,Pregnant,2016-03
15675,982123500500359,44,1/06/2015,22/03/2016,Pregnant,2016-03
15676,982123500507123,52,1/06/2015,22/03/2016,Pregnant,2016-03
15677,982123500507259,55.5,1/06/2015,22/03/2016,Pregnant,2016-03
15678,982123500506943,48,1/06/2015,22/03/2016,Pregnant,2016-03
15679,982123500507573,38,1/06/2015,22/03/2016,Pregnant,2016-03
15680,982123500499707,49,1/06/2015,22/03/2016,Pregnant,2016-03
15684,982123487642000,50,1/06/2015,22/03/2016,Pregnant,2016-03
15692,982123500506820,44,1/06/2015,22/03/2016,Pregnant,2016-03
15693,982123490087048,45.5,1/06/2015,22/03/2016,Pregnant,2016-03
15694,982123500507558,39,1/06/2015,22/03/2016,Pregnant,2016-03
15697,982123500507594,48.5,1/06/2015,22/03/2016,Pregnant,2016-03
15700,982123490087219,47,1/06/2015,22/03/2016,Pregnant,2016-03
15701,982123500507530,48.5,1/06/2015,22/03/2016,Pregnant,2016-03
15702,982123500507065,52.5,1/06/2015,22/03/2016,Pregnant,2016-03
15703,982123500507273,44,1/06/2015,22/03/2016,Pregnant,2016-03
15705,982123500507040,42.5,1/06/2015,22/03/2016,Pregnant,2016-03
15708,982123500507392,56.5,1/06/2015,22/03/2016,Pregnant,2016-03
15709,982123500507157,45.5,1/06/2015,22/03/2016,Pregnant,2016-03
15710,982123500507317,45,1/06/2015,22/03/2016,Pregnant,2016-03
15712,982123500507699,46.5,1/06/2015,22/03/2016,Pregnant,2016-03
15713,982123490086745,53,1/06/2015,22/03/2016,Pregnant,2016-03
15716,982123500507097,41.5,1/06/2015,22/03/2016,Pregnant,2016-03
15717,982123490086771,58,1/06/2015,22/03/2016,Pregnant,2016-03
15723,982123500507255,41.5,1/06/2015,22/03/2016,Pregnant,2016-03
15724,982123500506816,38.5,1/06/2015,22/03/2016,Pregnant,2016-03
15728,982123500507406,40.5,1/06/2015,22/03/2016,Pregnant,2016-03
15744,982123500507261,52.5,1/06/2015,22/03/2016,Pregnant,2016-03
15748,982123490086974,46.5,1/06/2015,22/03/2016,Pregnant,2016-03
15753,982123500507534,44.5,1/06/2015,22/03/2016,Pregnant,2016-03
15756,982123487642176,47.5,1/06/2015,22/03/2016,Pregnant,2016-03
15761,982123487641907,40,1/06/2015,22/03/2016,Pregnant,2016-03
15765,982123500507351,44,1/06/2015,22/03/2016,Pregnant,2016-03
15773,982123500506873,42.5,1/06/2015,22/03/2016,Pregnant,2016-03
15775,982123500507577,49.5,1/06/2015,22/03/2016,Pregnant,2016-03
15783,982123500507451,58,1/06/2015,22/03/2016,Pregnant,2016-03
15784,982123500507452,41,1/06/2015,22/03/2016,Pregnant,2016-03
15786,982123500506935,44.5,1/06/2015,22/03/2016,Pregnant,2016-03
15788,982123500506977,52.5,1/06/2015,22/03/2016,Pregnant,2016-03
15791,982123500507622,48,1/06/2015,22/03/2016,Pregnant,2016-03
15792,982123490091281,48,1/06/2015,22/03/2016,Pregnant,2016-03
15799,982123490087193,46,1/06/2015,22/03/2016,Pregnant,2016-03
142128,982123490349509,88.5,1/06/2014,22/03/2016,Pregnant,2016-03
142137,982123490349692,79,1/06/2014,22/03/2016,Pregnant,2016-03
142199,982123500492907,77.5,1/09/2014,22/03/2016,Pregnant,2016-03
142226,982123500492918,79.5,1/09/2014,22/03/2016,Pregnant,2016-03
142248,982123500495061,64,1/09/2014,22/03/2016,Pregnant,2016-03
142448,982123490349410,65,1/09/2014,22/03/2016,Pregnant,2016-03
142490,982123500493076,62.5,1/09/2014,22/03/2016,Pregnant,2016-03
142575,982123500496592,72.5,1/11/2014,22/03/2016,Pregnant,2016-03
142653,982123500496499,73.5,1/11/2014,22/03/2016,Pregnant,2016-03
143104,982123500494714,78,1/11/2014,22/03/2016,Pregnant,2016-03
143246,982123500495744,74,1/11/2014,22/03/2016,Pregnant,2016-03
143311,982123500495782,73.5,1/11/2014,22/03/2016,Pregnant,2016-03
151084,982123490087094,59,1/09/2015,22/03/2016,Pregnant,2016-03
151151,982123500577326,56.5,1/03/2015,22/03/2016,Pregnant,2016-03
151153,982123490086896,53,1/09/2015,22/03/2016,Pregnant,2016-03
151154,982123500576838,50.5,1/03/2015,22/03/2016,Pregnant,2016-03
151161,982123500576987,46,1/03/2015,22/03/2016,Pregnant,2016-03
151168,982123500577382,51.5,1/03/2015,22/03/2016,Pregnant,2016-03
151172,982123500577345,51.5,1/03/2015,22/03/2016,Pregnant,2016-03
151173,982123490087205,49,1/03/2015,22/03/2016,Pregnant,2016-03
151174,982123500577718,58.5,1/03/2015,22/03/2016,Pregnant,2016-03
151176,982123500577022,55,1/03/2015,22/03/2016,Pregnant,2016-03
151188,982123500577177,50.5,1/03/2015,22/03/2016,Pregnant,2016-03
152534,982123517529122,56,NA,22/03/2016,Pregnant,2016-03
153403,982123500586073,57,1/04/2015,22/03/2016,Pregnant,2016-03
153404,982123500586318,54.5,1/04/2015,22/03/2016,Pregnant,2016-03
153409,982123500586357,48,1/04/2015,22/03/2016,Pregnant,2016-03
153415,982123500586140,64.5,1/04/2015,22/03/2016,Pregnant,2016-03
153418,982123500585941,51.5,1/04/2015,22/03/2016,Pregnant,2016-03
153420,982123500585993,57.5,1/06/2015,22/03/2016,Pregnant,2016-03
153426,982123500586675,59.5,1/04/2015,22/03/2016,Pregnant,2016-03
153427,982123500586464,56,1/04/2015,22/03/2016,Pregnant,2016-03
153429,982123500586411,45.5,1/07/2015,22/03/2016,Pregnant,2016-03
153433,982123500586629,53.5,1/04/2015,22/03/2016,Pregnant,2016-03
153450,982123500586900,46,1/04/2015,22/03/2016,Pregnant,2016-03
153455,982123500586287,63,1/04/2015,22/03/2016,Pregnant,2016-03
153460,982123500585988,54,1/07/2015,22/03/2016,Pregnant,2016-03
153461,982123500585977,51.5,1/07/2015,22/03/2016,Pregnant,2016-03
153462,982123500586790,52,1/07/2015,22/03/2016,Pregnant,2016-03
153464,982123500586359,42,1/06/2015,22/03/2016,Pregnant,2016-03
153465,982123500586412,111.5,1/04/2015,22/03/2016,Pregnant,2016-03
153467,982123500586044,55,1/07/2015,22/03/2016,Pregnant,2016-03
153473,982123500586265,47,1/07/2015,22/03/2016,Pregnant,2016-03
153483,982123516187152,54.5,1/04/2015,22/03/2016,Pregnant,2016-03
153490,982123517529105,45.5,1/04/2015,22/03/2016,Pregnant,2016-03
153496,982123500586950,50.5,1/07/2015,22/03/2016,Pregnant,2016-03
153500,982123517529077,55.5,1/04/2015,22/03/2016,Pregnant,2016-03
153503,982123517529078,53,1/04/2015,22/03/2016,Pregnant,2016-03
153509,982123517529121,63,1/04/2015,22/03/2016,Pregnant,2016-03
153515,982123517529118,47.5,1/04/2015,22/03/2016,Pregnant,2016-03
153519,982123517529123,51,1/04/2015,22/03/2016,Pregnant,2016-03
153523,982123517529101,57,1/07/2015,22/03/2016,Pregnant,2016-03
153525,982123517529097,54,1/04/2015,22/03/2016,Pregnant,2016-03
153526,982123517529120,48.5,1/07/2015,22/03/2016,Pregnant,2016-03
153527,982123517529088,68,1/04/2015,22/03/2016,Pregnant,2016-03
153528,982123517529089,56,1/04/2015,22/03/2016,Pregnant,2016-03
153529,982123517529116,44,1/04/2015,22/03/2016,Pregnant,2016-03
153530,982123500586276,51.5,1/04/2015,22/03/2016,Pregnant,2016-03
153531,982123517529119,37.5,1/04/2015,22/03/2016,Pregnant,2016-03
153532,982123517529128,60.5,1/07/2015,22/03/2016,Pregnant,2016-03
153553,982123490087148,55,1/06/2015,22/03/2016,Pregnant,2016-03
153554,982123490091270,54.5,1/06/2015,22/03/2016,Pregnant,2016-03
153555,982123490086711,56.5,1/06/2015,22/03/2016,Pregnant,2016-03
153562,982123490086888,61,1/06/2015,22/03/2016,Pregnant,2016-03
,982123490087167,62.5,NA,22/03/2016,Pregnant,2016-03
,982123490086863,60.5,NA,22/03/2016,Pregnant,2016-03
,982123490086859,56,NA,22/03/2016,Pregnant,2016-03
,982123490087089,54.5,NA,22/03/2016,Pregnant,2016-03
,982123490087118,54.5,NA,22/03/2016,Pregnant,2016-03
,982123490086789,51.5,NA,22/03/2016,Pregnant,2016-03
,982123500573641,45,NA,22/03/2016,Pregnant,2016-03
,982123516187163,43,NA,22/03/2016,Pregnant,2016-03
15374,982123500577035,32.5,1/03/2015,22/03/2016,Pregnant,2016-03
15478,982123500576658,47.5,1/03/2015,22/03/2016,Pregnant,2016-03
15498,982123500576998,37,1/03/2015,22/03/2016,Pregnant,2016-03
15621,982123500507815,40.5,1/06/2015,22/03/2016,Pregnant,2016-03
15632,982123487641920,33.5,1/06/2015,22/03/2016,Pregnant,2016-03
15649,982123500507315,40.5,1/06/2015,22/03/2016,Pregnant,2016-03
15686,982123500507237,47,1/06/2015,22/03/2016,Pregnant,2016-03
15806,982123500507106,43.5,1/06/2015,22/03/2016,Pregnant,2016-03
1826,982000189184389,102.5,15/09/2011,22/03/2016,Empty,2016-03
13404,982123465108894,36,1/06/2013,22/03/2016,Empty,2016-03
14749,982123500495025,69.5,1/11/2014,22/03/2016,Empty,2016-03
15326,982123500587655,43.5,1/03/2015,22/03/2016,Empty,2016-03
15576,982123487641943,38,1/06/2015,22/03/2016,Empty,2016-03
15594,982123500507326,42,1/06/2015,22/03/2016,Empty,2016-03
15629,982123500506960,39.5,1/06/2015,22/03/2016,Empty,2016-03
15638,982123500507814,25,1/06/2015,22/03/2016,Empty,2016-03
15639,982123490086909,40.5,1/06/2015,22/03/2016,Empty,2016-03
15641,982123490086900,36.5,1/06/2015,22/03/2016,Empty,2016-03
15642,982123500506999,33.5,1/06/2015,22/03/2016,Empty,2016-03
15699,982123500507561,37.5,1/06/2015,22/03/2016,Empty,2016-03
15714,982123500507032,35.5,1/06/2015,22/03/2016,Empty,2016-03
15721,982123500507481,34,1/06/2015,22/03/2016,Empty,2016-03
15772,982123500507287,33,1/06/2015,22/03/2016,Empty,2016-03
15779,982123500507776,35.5,1/06/2015,22/03/2016,Empty,2016-03
141009,982123490066398,49,NA,22/03/2016,Empty,2016-03
141470,982123490248113,66.5,1/03/2014,22/03/2016,Empty,2016-03
141604,982123499659843,57.5,1/03/2014,22/03/2016,Empty,2016-03
141675,982123490349803,56,1/06/2014,22/03/2016,Empty,2016-03
142381,982123500492949,40,1/09/2014,22/03/2016,Empty,2016-03
142435,982123500552169,53.5,1/11/2014,22/03/2016,Empty,2016-03
142456,982123500493018,57.5,1/09/2014,22/03/2016,Empty,2016-03
142466,982123500493101,57.5,1/09/2014,22/03/2016,Empty,2016-03
142500,982123500494804,60,1/09/2014,22/03/2016,Empty,2016-03
142519,982123500546099,39.5,1/11/2014,22/03/2016,Empty,2016-03
142546,982123500496456,64,1/11/2014,22/03/2016,Empty,2016-03
142578,982123500496593,54.5,1/11/2014,22/03/2016,Empty,2016-03
142620,982123500496212,46,1/11/2014,22/03/2016,Empty,2016-03
142934,982123500495001,53.5,NA,22/03/2016,Empty,2016-03
153422,982123500586848,50.5,1/04/2015,22/03/2016,Empty,2016-03
153543,982123517529146,43,1/06/2015,22/03/2016,Empty,2016-03
121242,982123465086586,73,1/01/2011,22/03/2016,Empty,2016-03
147,982000134318346,69,28/03/2010,22/03/2016,Pregnant,2016-03
661,982000154252697,90,4/09/2010,22/03/2016,Pregnant,2016-03
679,982000162742354,59,5/09/2010,22/03/2016,Pregnant,2016-03
694,982000154252417,88.5,6/09/2010,22/03/2016,Pregnant,2016-03
783,982000162732071,91,15/09/2010,22/03/2016,Pregnant,2016-03
1147,982000180728092,81.5,17/03/2011,22/03/2016,Pregnant,2016-03
1503,982000180727930,113,1/06/2011,22/03/2016,Pregnant,2016-03
8208,982123490304718,98,1/03/2008,22/03/2016,Pregnant,2016-03
9056,982000134320007,96,1/03/2009,22/03/2016,Pregnant,2016-03
11110,982123490247551,77.5,1/09/2013,22/03/2016,Pregnant,2016-03
12158,982123464228418,103.5,5/03/2012,22/03/2016,Pregnant,2016-03
12785,982123483754371,92,1/06/2012,22/03/2016,Pregnant,2016-03
13062,982123462116018,75,22/02/2013,22/03/2016,Pregnant,2016-03
13225,982123462116310,89.5,5/03/2013,22/03/2016,Pregnant,2016-03
13295,982123462115968,94.5,5/03/2013,22/03/2016,Pregnant,2016-03
13877,982123465095274,94.5,1/09/2013,22/03/2016,Pregnant,2016-03
13931,982123465095335,90,1/09/2013,22/03/2016,Pregnant,2016-03
141424,982123490247702,NA,1/03/2014,22/03/2016,Pregnant,2016-03
62,982000134317779,89,24/03/2010,22/03/2016,Pregnant,2016-03
124,982000134318079,104,28/03/2010,22/03/2016,Pregnant,2016-03
219,982000134317773,91.5,30/03/2010,22/03/2016,Pregnant,2016-03
253,982000134318476,101,31/03/2010,22/03/2016,Pregnant,2016-03
426,982000134317996,99.5,7/04/2010,22/03/2016,Pregnant,2016-03
446,982000154252290,63,7/06/2010,22/03/2016,Pregnant,2016-03
456,982000154254155,116,9/06/2010,22/03/2016,Pregnant,2016-03
501,982123464220636,68.5,12/06/2010,22/03/2016,Pregnant,2016-03
544,982000154254513,93,1/09/2010,22/03/2016,Pregnant,2016-03
724,982000154253010,80.5,9/09/2010,22/03/2016,Pregnant,2016-03
859,982123517529150,104,30/09/2010,22/03/2016,Pregnant,2016-03
862,982000162742655,87,1/10/2010,22/03/2016,Pregnant,2016-03
908,982000162742791,96,20/11/2010,22/03/2016,Pregnant,2016-03
1111,982123516187155,115,1/03/2011,22/03/2016,Pregnant,2016-03
1277,982000180727774,77,23/03/2011,22/03/2016,Pregnant,2016-03
1298,982000162732577,79.5,25/03/2011,22/03/2016,Pregnant,2016-03
1305,982000180727886,103,1/06/2011,22/03/2016,Pregnant,2016-03
1348,982000180727972,96.5,1/03/2011,22/03/2016,Pregnant,2016-03
1399,982000162733745,98,9/06/2011,22/03/2016,Pregnant,2016-03
1495,982000180727887,96,28/06/2011,22/03/2016,Pregnant,2016-03
1522,982000189184565,79,30/08/2011,22/03/2016,Pregnant,2016-03
1559,982000180719396,86,4/09/2011,22/03/2016,Pregnant,2016-03
1592,982000182236633,107,3/09/2011,22/03/2016,Pregnant,2016-03
1648,982000189184834,116.5,8/09/2011,22/03/2016,Pregnant,2016-03
1778,982000189184445,98,12/09/2011,22/03/2016,Pregnant,2016-03
1782,982000189184672,117,12/09/2011,22/03/2016,Pregnant,2016-03
1783,982000189184317,86,12/09/2011,22/03/2016,Pregnant,2016-03
1803,982000189185146,93.5,15/09/2011,22/03/2016,Pregnant,2016-03
1806,982000189184601,96.5,15/09/2011,22/03/2016,Pregnant,2016-03
1954,982000182236654,106.5,1/11/2011,22/03/2016,Pregnant,2016-03
1958,982000182236719,86,1/11/2011,22/03/2016,Pregnant,2016-03
1979,982123462888577,71.5,1/09/2011,22/03/2016,Pregnant,2016-03
7723,982123490304532,86.5,1/06/2007,22/03/2016,Pregnant,2016-03
8378,982123490304266,83.5,1/03/2008,22/03/2016,Pregnant,2016-03
8393,982123490304500,75,1/06/2008,22/03/2016,Pregnant,2016-03
8786,982000124305058,105,1/03/2009,22/03/2016,Pregnant,2016-03
8812,982000154252302,89,1/06/2008,22/03/2016,Pregnant,2016-03
9104,982123490304814,92,11/06/2009,22/03/2016,Pregnant,2016-03
9339,982000134615758,127.5,1/03/2009,22/03/2016,Pregnant,2016-03
9364,982000134615340,95,1/03/2009,22/03/2016,Pregnant,2016-03
9708,982123464220523,111,1/01/2009,22/03/2016,Pregnant,2016-03
12090,982123464220750,106,4/03/2012,22/03/2016,Pregnant,2016-03
12135,982123464229042,73.5,4/03/2012,22/03/2016,Pregnant,2016-03
12174,982123464220582,68,6/03/2012,22/03/2016,Pregnant,2016-03
12183,982123464228914,72,7/03/2012,22/03/2016,Pregnant,2016-03
12192,982123464228704,94.5,7/03/2012,22/03/2016,Pregnant,2016-03
12198,982123464228431,95.5,7/03/2012,22/03/2016,Pregnant,2016-03
12206,982123464228507,106.5,7/03/2012,22/03/2016,Pregnant,2016-03
12208,982123464220655,91,7/03/2012,22/03/2016,Pregnant,2016-03
12254,982123464228425,76,8/03/2012,22/03/2016,Pregnant,2016-03
12283,982123464229107,84.5,9/03/2012,22/03/2016,Pregnant,2016-03
12343,982123464228568,88.5,12/03/2012,22/03/2016,Pregnant,2016-03
12346,982123464220605,88.5,12/03/2012,22/03/2016,Pregnant,2016-03
12381,982123464228942,71,16/03/2012,22/03/2016,Pregnant,2016-03
12427,982123464239653,89,25/03/2012,22/03/2016,Pregnant,2016-03
12436,982123464229048,104,1/06/2011,22/03/2016,Pregnant,2016-03
12437,982123464220805,70,1/06/2011,22/03/2016,Pregnant,2016-03
12440,982123464221116,89.5,27/03/2012,22/03/2016,Pregnant,2016-03
12456,982123464228517,97,29/03/2012,22/03/2016,Pregnant,2016-03
12533,982123464234461,109.5,7/06/2012,22/03/2016,Pregnant,2016-03
12537,982123490305223,102,8/06/2012,22/03/2016,Pregnant,2016-03
12546,982123464234562,56,18/06/2012,22/03/2016,Pregnant,2016-03
12566,982123464234559,106.5,2/07/2012,22/03/2016,Pregnant,2016-03
12574,982123464234717,91,9/07/2012,22/03/2016,Pregnant,2016-03
12578,982123464234700,109.5,9/07/2012,22/03/2016,Pregnant,2016-03
12790,982123464241093,88.5,9/09/2012,22/03/2016,Pregnant,2016-03
12812,982123464241503,82.5,9/09/2012,22/03/2016,Pregnant,2016-03
12824,982123464241367,99.5,9/09/2012,22/03/2016,Pregnant,2016-03
12828,982123464241932,105,11/09/2012,22/03/2016,Pregnant,2016-03
13012,982123465108692,62.5,16/02/2013,22/03/2016,Pregnant,2016-03
13030,982123465108678,77,18/02/2013,22/03/2016,Pregnant,2016-03
13032,982123462115640,102,18/02/2013,22/03/2016,Pregnant,2016-03
13052,982123465108444,87,19/02/2013,22/03/2016,Pregnant,2016-03
13081,982123462116230,79,25/02/2013,22/03/2016,Pregnant,2016-03
13086,982123462115608,60.5,27/02/2013,22/03/2016,Pregnant,2016-03
13090,982123462116505,109.5,27/02/2013,22/03/2016,Pregnant,2016-03
13091,982123465109436,94,27/02/2013,22/03/2016,Pregnant,2016-03
13105,982123462116064,108.5,28/02/2013,22/03/2016,Pregnant,2016-03
13106,982123462115641,98.5,28/02/2013,22/03/2016,Pregnant,2016-03
13122,982123462116299,92.5,28/02/2013,22/03/2016,Pregnant,2016-03
13165,982123465108476,71.5,3/03/2013,22/03/2016,Pregnant,2016-03
13173,982123462116450,79.5,3/03/2013,22/03/2016,Pregnant,2016-03
13207,982123462116163,117.5,5/03/2013,22/03/2016,Pregnant,2016-03
13221,982123462115646,82.5,4/03/2013,22/03/2016,Pregnant,2016-03
13229,982123462115542,88.5,5/03/2013,22/03/2016,Pregnant,2016-03
13248,982123462116272,104,4/03/2013,22/03/2016,Pregnant,2016-03
13254,982123465109053,100.5,4/03/2013,22/03/2016,Pregnant,2016-03
